,Unnamed: 0,Reservoir,Genbank.accession,NonBrCpG,agc,NonBrCpA,GGA.Bias,M.Bias,GCA.Bias,NonBrGpC,CpG,tga,E.Bias,aca,P.Bias,ctc,brGpC,AGT.Bias,K.Bias,tcg,NonBrUpU,brApU,C.Bias,ATA.Bias,tac,ApU,brGpU,L.Bias,Artiodactyl,Carnivore,Fish,Galloanserae,Insect,Neoaves,Plant,Primate,Pterobat,Rodent,Vespbat,CatBoost25
10,12,0,MZ530313.1,0.326439479609539,0.0722160704178853,1.28116877003322,0.19285714285714303,0.0220494699646643,0.271502590673575,1.28399528646419,0.380623919564094,0.150690866938654,0.0480565371024735,0.19353906871993298,0.0392932862190813,0.068605266896991,0.7065629880484641,0.24554039874081898,0.0591519434628975,0.027010919176753,1.07976662503465,0.47271390687817894,0.030530035335689,0.30684931506849294,0.14563574200940196,0.7919861299933509,0.517997708952296,0.0964664310954064,0.0,0,0,0,0,0,0,0.19035002742795798,0.422825313087221,0,0.38682465948482103,Pterobat
11,13,0,MZ538686.1,0.32315174796701396,0.0721730155024465,1.2832072025052201,0.19381688466111802,0.0219174208144796,0.27197518097207896,1.28765067671519,0.379430624740455,0.15010069004827697,0.047935520361990995,0.193500410333802,0.0388857466063348,0.0685763536003312,0.7010878518725839,0.247379454926625,0.0594598416289593,0.0271453559984336,1.07994610622766,0.470545424707038,0.0306843891402715,0.306122448979592,0.14698358306644402,0.7908449137459509,0.5249832180426229,0.0966487556561086,0.0,0,0,0,0,0,0,0.190367562010024,0.42333306071900106,0,0.38629937727097496,Pterobat
12,14,0,MZ538797.1,0.32216048493644,0.0716858819999156,1.2849704966984798,0.19381688466111802,0.0220588235294118,0.274043433298862,1.2866594136846101,0.378769595777492,0.150564327411194,0.0478648190045249,0.19347995576565802,0.0388857466063348,0.0685691045216584,0.703246213636241,0.24686192468619297,0.0596012443438914,0.0271424865133866,1.0792461091095,0.470545424707038,0.0307550904977376,0.30695770804911304,0.146488541478088,0.790591254323062,0.523845002856497,0.0965073529411765,0.190056464845233,0,0,0,0,0,0,0.0,0.42312139065848403,0,0.38682214449628294,Pterobat
13,15,0,MZ558291.1,0.322087192772414,0.0720043615556783,1.2856453796993998,0.19335705812574103,0.0219881221719457,0.27347781217750305,1.2893398086058798,0.37868342492588297,0.150249101112849,0.047935520361990995,0.193211703507737,0.0388150452488688,0.0681641289393755,0.703519103619605,0.24686192468619297,0.0594598416289593,0.0274126576992899,1.07945050022884,0.47045333558495595,0.0306843891402715,0.30695770804911304,0.14640886849654597,0.790730321702144,0.523763485540711,0.0963659502262444,0.0,0,0,0,0,0,0,0.19036341602301102,0.423259209508096,0,0.386377374468893,Pterobat
14,16,0,MZ562746.1,0.325050471880982,0.0724032715412896,1.28418210946558,0.194278903456496,0.0220323423487042,0.27141382868937003,1.28933393861605,0.380815110854216,0.150560445456721,0.0479485912011864,0.193714713262788,0.0392627639291011,0.0692865744219626,0.7030908368117671,0.245283018867925,0.0591766118211991,0.0271417867068738,1.07991331736776,0.4690395953535929,0.0307181696207895,0.30779753761969897,0.145286034947091,0.7911125889912571,0.524230480018594,0.0964621142574677,0.0,0,0,0,0,0,0,0.19041902174706798,0.423254319473046,0,0.386326658779886,Pterobat
15,17,0,MZ562747.1,0.32501535444419394,0.07241844535422501,1.2845518079774498,0.194047619047619,0.0220323423487042,0.27141382868937003,1.2891946430081298,0.38077396878016906,0.15035220277185096,0.0480192076830732,0.19375531074905203,0.0391921474472142,0.06930109505752,0.703135920898231,0.24502617801047102,0.0591059953393122,0.0271474749083246,1.07975591281055,0.469775341510415,0.0307181696207895,0.30779753761969897,0.145316483061789,0.7911796744843059,0.524090371845447,0.0964621142574677,0.0,0,0,0,0,0,0,0.190424584106212,0.42323747206683504,0,0.38633794382695297,Pterobat
16,18,0,MZ562748.1,0.3248426341522,0.0731442924181828,1.28608275122722,0.194047619047619,0.0220323423487042,0.273381294964029,1.29245899120131,0.38123004554021395,0.150125662471418,0.0478073582374126,0.19353260321794602,0.0392627639291011,0.0690673974309398,0.7072145367344169,0.245283018867925,0.0591059953393122,0.027149872202297,1.07975591281055,0.46906186915777204,0.0307887861026764,0.30779753761969897,0.145569132779793,0.7911850093670529,0.52309720250684,0.0964621142574677,0.0,0,0,0,0,0,0,0.190438768445131,0.42329074873137196,0,0.386270482823496,Pterobat
17,19,0,MZ562749.1,0.325001025444701,0.07241023931916901,1.28368086742441,0.194047619047619,0.0220323423487042,0.271134020618557,1.2891378060952399,0.382733429889592,0.150095396734436,0.0479485912011864,0.193733355529432,0.0392627639291011,0.0690534732580154,0.703204403414386,0.24554039874081898,0.0591766118211991,0.0273846146329349,1.07973217617225,0.469718212075719,0.0306475531389026,0.30684931506849294,0.14577955465581,0.7904376894112719,0.524259679024205,0.0965327307393546,0.0,0,0,0,0,0,0,0.19044739847585998,0.423254088568366,0,0.386298512955774,Pterobat
18,20,0,MZ562756.1,0.32413613470899394,0.0728974592463248,1.28401498529725,0.19308700834326603,0.0220323423487042,0.27188465499485104,1.2916034392215099,0.38024266927121503,0.15035100969554502,0.0480192076830732,0.19351397898613198,0.0392627639291011,0.0690607508649393,0.703545323454826,0.245283018867925,0.0591059953393122,0.0271472594874096,1.0795985426649601,0.468833726225302,0.0307181696207895,0.30832196452933197,0.14579491849265,0.7909972832648341,0.5244028720049411,0.0964621142574677,0.0,0,0,0,0,0,0,0.190438768445131,0.42327322019637803,0,0.38628801135849106,Pterobat
19,21,0,MZ571142.1,0.325173843648806,0.0729364802930467,1.2850692129443502,0.194278903456496,0.0220323423487042,0.27188465499485104,1.29180004148629,0.38030054815855296,0.150431490604409,0.0479485912011864,0.193857487094677,0.0392627639291011,0.0693376408049029,0.7038394943183499,0.245283018867925,0.0591766118211991,0.0269214212243493,1.07993697481,0.4687841351816989,0.0307181696207895,0.30779753761969897,0.14563303795355,0.7906908155601808,0.524093317797521,0.0964621142574677,0.0,0,0,0,0,0,0,0.190454769840134,0.42324645318081794,0,0.38629877697904796,Pterobat
20,22,0,MZ576113.1,0.325856312038307,0.0720900433654622,1.28494642196078,0.19381688466111802,0.0220323423487042,0.274043433298862,1.2875781326741598,0.381098715378019,0.15064663547134802,0.0480192076830732,0.192798953186701,0.0390509144834404,0.0684975162874492,0.7025004965931391,0.24686192468619297,0.0593884612668597,0.027354097151142998,1.0806649973049598,0.47151884327057897,0.0306475531389026,0.307588075880759,0.146575104782933,0.7927103081503158,0.52450235802778,0.0966033472212414,0.0,0,0,0,0,0,0,0.190369786189975,0.42335261128636503,0,0.386277602523659,Pterobat
21,23,0,MZ604925.1,0.324600741371339,0.0719256073643317,1.28429171453206,0.19381688466111802,0.022029231095107002,0.27347781217750305,1.28850660141916,0.38078768210348396,0.150303013395896,0.048012426745746,0.19331500451077802,0.0390453999858787,0.0678633637590372,0.704643757779954,0.246603970741902,0.0593094683329803,0.0272917029821276,1.07975844318287,0.46985168638078206,0.0306432253053732,0.30653950953678494,0.146240769790601,0.791158363564067,0.5229268734503799,0.0963072795311728,0.0,0,0,0,0,0,0,0.19036117836376001,0.423265295394078,0,0.3863735262421621,Pterobat
22,24,0,MZ604926.1,0.32455845362493796,0.0719294969454118,1.2841244019064098,0.19381688466111802,0.022029231095107002,0.27347781217750305,1.2883387396941102,0.38073807453677,0.150311141457355,0.048012426745746,0.193325458567568,0.0391160064957989,0.0678670336627805,0.704484588193828,0.24686192468619297,0.0593094683329803,0.0272931788583204,1.07991566475351,0.46990134832839603,0.0306432253053732,0.30653950953678494,0.146248678174724,0.791215960998805,0.522982145289874,0.0963072795311728,0.0,0,0,0,0,0,0,0.19036117836376001,0.423265295394078,0,0.3863735262421621,Pterobat
23,25,0,MZ637362.1,0.324762844569326,0.0723230204709841,1.2840239003776102,0.194278903456496,0.0220323423487042,0.27450980392156893,1.2891500720404299,0.38097785984281,0.150893212145442,0.0479485912011864,0.193181755676649,0.0391215309653273,0.0687188832382108,0.705090531362645,0.246346555323591,0.0593884612668597,0.0274424987955439,1.07992040030697,0.47195945076892204,0.0307181696207895,0.306122448979592,0.146327971650596,0.7918310965465891,0.522110394176961,0.0965327307393546,0.190021984567009,0,0,0,0,0,0,0.0,0.42304671647499503,0,0.386931298957996,Pterobat
24,26,0,MZ672101.1,0.323730512079901,0.0721525646362585,1.2829995863996202,0.19381688466111802,0.0221735753124779,0.27347781217750305,1.28898203892364,0.38026801409885397,0.150297867199117,0.0478779747192995,0.19296616123650498,0.0391215309653273,0.0685569218802988,0.704498852241979,0.24686192468619297,0.0595296942306334,0.0273778204399016,1.07904054988724,0.46997652059466993,0.0306475531389026,0.30570652173913004,0.145743386374901,0.791879252977888,0.524181066835434,0.0964621142574677,0.0,0,0,0,0,0,0,0.19035517425709603,0.423288027364688,0,0.386356798378216,Pterobat
25,27,0,MZ684694.1,0.32578624595391,0.0723516141379078,1.28334472068735,0.19285714285714303,0.0220494699646643,0.271502590673575,1.28433058055386,0.3803565135139029,0.150712498553051,0.0480565371024735,0.193017761304784,0.0392226148409894,0.0689864227826563,0.706882482956014,0.245283018867925,0.0592932862190813,0.0267308919372708,1.0796566328975898,0.474070235019665,0.0306713780918728,0.30695770804911304,0.14518396989799404,0.792974941078905,0.5198240401020301,0.0964664310954064,0.0,0,0,0,0,0,0,0.190525144494321,0.423126684793561,0,0.386348170712118,Pterobat
26,28,0,MZ684714.1,0.32534990536228303,0.0726622139738953,1.2844817786045502,0.194510739856802,0.0220323423487042,0.27188465499485104,1.2915105665748998,0.38116591420397,0.15084004154976902,0.0479485912011864,0.19376590393038698,0.0392627639291011,0.0690650746682569,0.704159242904713,0.24554039874081898,0.0591059953393122,0.0271489591418322,1.08045635539145,0.46929862723246,0.0306475531389026,0.30832196452933197,0.145804046521876,0.79184810900448,0.522639889414963,0.0963914977755808,0.0,0,0,0,0,0,0,0.189757799970311,0.42170922607179606,0,0.388532973957894,Pterobat
27,29,0,MZ685740.1,0.325148920762982,0.0726660168844246,1.2844512790014098,0.19381688466111802,0.0220323423487042,0.27188465499485104,1.2907127371320801,0.380930449317486,0.15060811420270198,0.0479485912011864,0.193776045025132,0.0392627639291011,0.0690686893158888,0.70384162484296,0.24554039874081898,0.0591059953393122,0.0271503800325116,1.08009439428792,0.46939790766978395,0.0306475531389026,0.30832196452933197,0.145811677444654,0.7914184572336759,0.522750454231848,0.0963914977755808,0.0,0,0,0,0,0,0,0.18975503836257604,0.42171764212781293,0,0.38852731950961106,Pterobat
28,30,0,MZ685892.1,0.32475003123045,0.0723263633561877,1.28159980238744,0.19285714285714303,0.0220494699646643,0.272538860103627,1.28612893465962,0.38030266456728495,0.150659899748604,0.0480565371024735,0.193190684845099,0.0392932862190813,0.0687220595344508,0.7061984475948241,0.246056782334385,0.0592226148409894,0.0267215628307189,1.07997165416162,0.474248861523774,0.0306713780918728,0.307065217391304,0.144893013633825,0.7927839385852209,0.517387064744296,0.0966077738515901,0.0,0,0,0,0,0,0,0.190379621254122,0.422774357328353,0,0.38684602141752505,Pterobat
29,31,0,MZ685898.1,0.32471131058764197,0.0723457435639224,1.2817008430530301,0.19285714285714303,0.0221201413427562,0.271502590673575,1.28597558674801,0.380257320264845,0.15070026981587803,0.0480565371024735,0.193242451247155,0.0392932862190813,0.0687404739511024,0.7060842868370492,0.24579831932773102,0.0592226148409894,0.0267287230059942,1.07963289266408,0.473577939514419,0.0306713780918728,0.307065217391304,0.144451135820324,0.792846441260921,0.518272159365008,0.0965371024734982,0.0,0,0,0,0,0,0,0.19036517902992398,0.42277146258344606,0,0.38686335838663,Pterobat
30,32,0,MZ702637.1,0.32708285992012603,0.0725210015122157,1.28202574321019,0.19500594530320997,0.0220354544812487,0.270381836945304,1.28856812488171,0.38285768946480797,0.150565125656156,0.0478847376227135,0.19378956364357003,0.0392683099088919,0.0691591007798613,0.7035834557231011,0.24554039874081898,0.0591143442333498,0.0271859200960406,1.07887862720191,0.47030793770552703,0.0306518821950703,0.309264305177112,0.145762410324222,0.7923948339461758,0.523921571473028,0.0965463662688043,0.0,0,0,0,0,0,0,0.19044183159278502,0.423299496092894,0,0.38625867231432104,Pterobat
31,33,0,MZ702699.1,0.325229909752049,0.0725014265294313,1.28487248839417,0.19500594530320997,0.0220354544812487,0.27188465499485104,1.2910342314169498,0.38168456113463595,0.150284413931867,0.0478847376227135,0.193977326608545,0.0391976834522212,0.06914043324661,0.7041047430400971,0.245283018867925,0.0591143442333498,0.0271785820297321,1.07957968239692,0.470166084840791,0.0306518821950703,0.30832196452933197,0.145963136853954,0.79197272840499,0.5236152035330129,0.0964757398121336,0.0,0,0,0,0,0,0,0.190429447852761,0.42332749050540497,0,0.38624306164183503,Pterobat
32,34,0,MZ716284.1,0.326025378149641,0.0719815726713494,1.28151076300949,0.19285714285714303,0.0220494699646643,0.271502590673575,1.28335444307995,0.38145872972240297,0.150222412531512,0.0480565371024735,0.19379654180747896,0.0393639575971731,0.0686111980312193,0.7052190217936659,0.24579831932773102,0.0592226148409894,0.0265308748109476,1.08102812664309,0.47244323014923995,0.0306713780918728,0.30684931506849294,0.145889073708487,0.7908623450617959,0.520206862934669,0.0964664310954064,0.0,0,0,0,0,0,0,0.19054239565382503,0.42318544264976504,0,0.38627216169640993,Pterobat
33,35,0,MZ716401.1,0.324506954648268,0.0722087056487398,1.28225836792729,0.19285714285714303,0.0220494699646643,0.271502590673575,1.28516626246372,0.380018006636545,0.15067549912037,0.0480565371024735,0.19351933113862302,0.0393639575971731,0.068357574680807,0.7063346225061078,0.24579831932773102,0.0592226148409894,0.0262847315593308,1.08012921649925,0.47209293858997203,0.0307420494699647,0.30968622100954996,0.14513949835396697,0.791444491863208,0.519821157178865,0.0964664310954064,0.0,0,0,0,0,0,0,0.19044976959601898,0.42312274779378706,0,0.38642748261019394,Pterobat
34,36,0,MZ724326.1,0.324890666803329,0.0720134189828308,1.2853605511858,0.194477791116447,0.0220525869380831,0.272256728778468,1.2886669436315,0.382448973756503,0.15074809040405898,0.0481340118744699,0.19299596287398602,0.0392281594571671,0.0691328822235175,0.70053752516223,0.245302713987474,0.059301668080294,0.0271756137795941,1.07875481843825,0.47201135449701004,0.030746395250212,0.30695770804911304,0.145227061615375,0.79198336090743,0.524952640205248,0.0963387051173311,0.0,0,0,0,0,0,0,0.19048439370492604,0.42311016380040295,0,0.38640544249467107,Pterobat
35,37,0,MZ724466.1,0.32516310142662297,0.0724716539653643,1.2845674940949499,0.194278903456496,0.0220323423487042,0.271134020618557,1.29076902876344,0.381606140734557,0.150462672305574,0.0479485912011864,0.19341772548372102,0.0392627639291011,0.0691120408676322,0.7037040656306949,0.24502617801047102,0.0591766118211991,0.0271674212000289,1.0795985426649601,0.469512060857447,0.0307181696207895,0.30779753761969897,0.1456632250231,0.791179046999242,0.524347403116427,0.0964621142574677,0.0,0,0,0,0,0,0,0.190445863594136,0.42326951054916395,0,0.38628462585670004,Pterobat
36,38,0,MZ724506.1,0.32525493249583004,0.0719915913302597,1.28347669184603,0.194047619047619,0.0220323423487042,0.271134020618557,1.2901449450062599,0.381713912187608,0.150222453909142,0.0479485912011864,0.193657380678399,0.0392627639291011,0.0686319837348476,0.7042712274108829,0.24554039874081898,0.0591059953393122,0.0274077959685478,1.0786311710749399,0.46937056696210794,0.0306475531389026,0.30684931506849294,0.145662986458225,0.7913172823829201,0.5239562989302929,0.0965327307393546,0.0,0,0,0,0,0,0,0.190452958618776,0.42327748645214097,0,0.38626955492908394,Pterobat
37,39,0,MZ724507.1,0.325177444721561,0.0719988848077043,1.2836791010388702,0.194047619047619,0.0220323423487042,0.271134020618557,1.28983758468582,0.381622973792805,0.150477669248102,0.0479485912011864,0.19391699641541701,0.0392627639291011,0.0686389368500114,0.7042712274108829,0.24554039874081898,0.0589647623755385,0.0274105726559082,1.0786311710749399,0.46937056696210794,0.0306475531389026,0.30684931506849294,0.145677743594255,0.791442076150841,0.5239562989302929,0.0965327307393546,0.0,0,0,0,0,0,0,0.19045740864098,0.423301662985427,0,0.3862409283735929,Pterobat
38,40,0,MZ733553.1,0.329461068130829,0.0719165435530843,1.2822893439780902,0.19285714285714303,0.0220494699646643,0.272066458982347,1.28519497748333,0.384644875115731,0.15032722314607902,0.0479151943462898,0.19289989274104896,0.0393639575971731,0.0683086901975784,0.702408023220035,0.24579831932773102,0.0593639575971732,0.0265069064627756,1.0809410697120798,0.47202074043828396,0.0306713780918728,0.30684931506849294,0.144795181334304,0.791919015381095,0.5217834080543471,0.0964664310954064,0.0,0,0,0,0,0,0,0.190539190775755,0.42316049555785296,0,0.38630031366639206,Pterobat
39,41,0,MZ741279.1,0.32575022375183,0.072018461023352,1.28524314706908,0.194477791116447,0.0219112242013005,0.272256728778468,1.2881490610976598,0.382955545403555,0.15075864507554998,0.0481340118744699,0.193249537079328,0.0392281594571671,0.0691377225824179,0.6982683180477119,0.245302713987474,0.059301668080294,0.0271775164881142,1.07972385749754,0.47351094588879794,0.030746395250212,0.30695770804911304,0.145477291267171,0.792152129997617,0.525148801180457,0.0963387051173311,0.0,0,0,0,0,0,0,0.190514565686472,0.42307209408934204,0,0.38641334022418605,Pterobat
40,42,0,MZ780381.1,0.32595084593401,0.0728977338041092,1.2811189390501698,0.19331742243436803,0.0219617258668173,0.271694214876033,1.29389606319093,0.383191299563318,0.150591371147963,0.0478779747192995,0.193514707828672,0.0391921474472142,0.0688212157953268,0.7049545436082422,0.24657534246575302,0.0591059953393122,0.0271473617336538,1.08045635539145,0.469618832363019,0.0307181696207895,0.310109289617486,0.145555672431231,0.7911837601789449,0.522805754184692,0.0963208812936939,0.0,0,0,0,0,0,0,0.18969677740486604,0.421615343639661,0,0.3886878789554729,Pterobat
41,43,0,MZ780417.1,0.323253966037669,0.0722228502685531,1.28497212989359,0.194477791116447,0.0220525869380831,0.271784232365145,1.28805798123599,0.38087309037289596,0.15092416218910298,0.0481340118744699,0.19363402048745001,0.0390867967203845,0.0683837618821849,0.700311070491093,0.24658971668415502,0.059301668080294,0.0271640996030571,1.07997654805876,0.4706616170249221,0.030746395250212,0.307901907356948,0.14492558658540197,0.7917476464532309,0.526775221633943,0.096550749222505,0.0,0,0,0,0,0,0,0.19049677413702,0.4231853242948811,0,0.386317901568099,Pterobat
42,44,0,MZ780900.1,0.32325171429572697,0.0719540739455867,1.2851496187562699,0.194711538461538,0.0220541457552838,0.27197518097207896,1.2910237178314,0.380870444877974,0.15086370837257998,0.0481374142927829,0.19307676508732396,0.0390895596239485,0.0693157579009152,0.701303468322089,0.24555903866248702,0.0593058598996254,0.0269129248453403,1.0785452574848902,0.471027857838906,0.0307485686011168,0.307065217391304,0.14534722937008498,0.7922989648078009,0.524145756680138,0.0964868876793666,0.0,0,0,0,0,0,0,0.190479944408434,0.423123638678182,0,0.386396416913383,Pterobat
43,45,0,MZ784987.1,0.32245476194127304,0.0719318113110051,1.28749038373414,0.194945848375451,0.0220525869380831,0.27197518097207896,1.29081121626337,0.379115551967247,0.150840286595318,0.0481340118744699,0.193662568914245,0.0392281594571671,0.0685637666342356,0.699759036991549,0.246603970741902,0.059301668080294,0.0265125338332124,1.07905556008873,0.470091500954483,0.0310998020921685,0.306233062330623,0.145066495720857,0.792199144686265,0.525786481115254,0.0962680237489398,0.190247678018576,0,0,0,0,0,0,0.0,0.42317892400257,0,0.38657339797885404,Pterobat
44,46,0,MZ817811.1,0.325241944891739,0.0722005968048296,1.2823621491248898,0.19285714285714303,0.0220494699646643,0.271502590673575,1.28416196478531,0.380380278150933,0.150658578666078,0.0480565371024735,0.193738268092959,0.0393639575971731,0.0685905669645881,0.70558268023067,0.24579831932773102,0.0592932862190813,0.0265228971008695,1.08105175076444,0.472335708887418,0.0306007067137809,0.30684931506849294,0.14560453688973998,0.7910485975606941,0.520067682520991,0.0964664310954064,0.0,0,0,0,0,0,0,0.19052180592102397,0.423157236855555,0,0.386320957223421,Pterobat
45,47,0,MZ849085.1,0.326631305454505,0.0721474169524662,1.28257872068922,0.195238095238095,0.0220370108772425,0.27347781217750305,1.2887089687932298,0.38216762040352703,0.150788101430654,0.0480293826811697,0.19359556882245102,0.0389885577058907,0.0680590633251598,0.7046678280177779,0.246603970741902,0.0594010453453878,0.027226180425665002,1.08011685511822,0.4715534180159529,0.0306540471818053,0.30653950953678494,0.14718073058303102,0.7912784246996128,0.524125347132215,0.0964825540330555,0.0,0,0,0,0,0,0,0.190335556354012,0.4233612890598761,0,0.38630315458611203,Pterobat
46,48,0,MZ849971.1,0.323174538286584,0.0720512442568187,1.2853521799697198,0.194711538461538,0.0220541457552838,0.27197518097207896,1.2907154872672801,0.38077951245708896,0.15106744212512999,0.0481374142927829,0.193097334608274,0.0390895596239485,0.0694093653007354,0.701076656074896,0.24555903866248702,0.0593058598996254,0.0269492693792907,1.0785452574848902,0.47114239348822795,0.0307485686011168,0.30517711171662104,0.14530334258458402,0.7919357484689091,0.5239762399412371,0.0964868876793666,0.0,0,0,0,0,0,0,0.190501077365972,0.423107018353178,0,0.386391904280851,Pterobat
47,49,0,MZ854551.1,0.325226223766291,0.0722792455796824,1.2842667177058602,0.194477791116447,0.0221232683064744,0.27197518097207896,1.29098946141375,0.382843978689653,0.150801881142992,0.0481340118744699,0.19330495910845302,0.0392281594571671,0.0689174202038832,0.7011262547063829,0.24684873949579803,0.059301668080294,0.0269447327562405,1.0810161592341199,0.47106118135201797,0.030746395250212,0.30695770804911304,0.145759143079293,0.7917513918788691,0.524981910671607,0.0964800678541137,0.0,0,0,0,0,0,0,0.19047632952086702,0.42309904722416103,0,0.386424623254972,Pterobat
